ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
11990,V524,FIT/ADJ BREAST PROS/IMPL,Fitting and adjustment of breast prosthesis and implant
11991,V528,FITTING PROSTHESIS NEC,Fitting and adjustment of other specified prosthetic device
11992,V529,FITTING PROSTHESIS NOS,Fitting and adjustment of unspecified prosthetic device
11993,V5301,ADJ CEREBRAL VENT SHUNT,Fitting and adjustment of cerebral ventricular (communicating) shunt
11994,V5302,ADJUST NEUROPACEMAKER,Fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord)
11995,V5309,ADJ NERV SYST DEVICE NEC,Fitting and adjustment of other devices related to nervous system and special senses
11996,V531,FIT CONTACT LENS/GLASSES,Fitting and adjustment of spectacles and contact lenses
11997,V532,ADJUSTMENT HEARING AID,Fitting and adjustment of hearing aid
11998,V5331,FTNG CARDIAC PACEMAKER,Fitting and adjustment of cardiac pacemaker
11999,V5332,FTNG AUTMTC DFIBRILLATOR,Fitting and adjustment of automatic implantable cardiac defibrillator
12000,V5339,FTNG OTH CARDIAC DEVICE,Fitting and adjustment of other cardiac device
12001,V534,FIT ORTHODONTIC DEVICE,Fitting and adjustment of orthodontic devices
12002,V5350,FIT/ADJUST INTESTINL DEV,Fitting and adjustment of intestinal appliance and device
12003,V5351,FIT/ADJ GASTRIC LAP BAND,Fitting and adjustment of gastric lap band
12004,V5359,FIT/ADJUST GI APP-DEVICE,Fitting and adjustment of other gastrointestinal appliance and device
12005,V536,FITTING URINARY DEVICES,Fitting and adjustment of urinary devices
12006,V537,FIT ORTHOPEDIC DEVICES,Fitting and adjustment of orthopedic devices
12007,V538,ADJUSTMENT OF WHEELCHAIR,Fitting and adjustment of wheelchair
12008,V5390,FIT/ADJUST DEVICE NOS,"Fitting and adjustment, unspecified device"
12009,V5391,FIT/ADJUST INSULIN PUMP,Fitting and adjustment of insulin pump
12010,V5399,FIT/ADJUST DEVICE NEC,"Fitting and adjustment, other device"
12011,V5401,REMOVAL INT FIXATION DEV,Encounter for removal of internal fixation device
12012,V5402,LENGTH/ADJUST GROWTH ROD,Encounter for lengthening/adjustment of growth rod
12013,V5409,AFTRCRE INT FIXATION DEV,Other aftercare involving internal fixation device
12014,V5410,AFTRCRE TRAUM FX ARM NOS,"Aftercare for healing traumatic fracture of arm, unspecified"
12015,V5411,AFTRCARE TRAUM FX UP ARM,Aftercare for healing traumatic fracture of upper arm
12016,V5412,AFTRCRE TRAUM FX LOW ARM,Aftercare for healing traumatic fracture of lower arm
12017,V5413,AFTRCRE TRAUMATIC FX HIP,Aftercare for healing traumatic fracture of hip
12018,V5414,AFTRCRE TRAUM FX LEG NOS,"Aftercare for healing traumatic fracture of leg, unspecified"
12019,V5415,AFTRCARE TRAUM FX UP LEG,Aftercare for healing traumatic fracture of upper leg
12020,V5416,AFTRCRE TRAUM FX LOW LEG,Aftercare for healing traumatic fracture of lower leg
12021,V5417,AFTRCRE TRAUM FX VERTEBR,Aftercare for healing traumatic fracture of vertebrae
12022,V5419,AFTRCE TRAUM FX BONE NEC,Aftercare for healing traumatic fracture of other bone
12023,V5420,AFTRCARE PATH FX ARM NOS,"Aftercare for healing pathologic fracture of arm, unspecified"
12024,V5421,AFTERCARE PATH FX UP ARM,Aftercare for healing pathologic fracture of upper arm
12025,V5422,AFTRCARE PATH FX LOW ARM,Aftercare for healing pathologic fracture of lower arm
12026,V5423,AFTERCARE PATH FX HIP,Aftercare for healing pathologic fracture of hip
12027,V5424,AFTRCARE PATH FX LEG NOS,"Aftercare for healing pathologic fracture of leg, unspecified"
12028,V5425,AFTRCARE PATH FX UP LEG,Aftercare for healing pathologic fracture of upper leg
12029,V5426,AFTRCARE PATH FX LOW LEG,Aftercare for healing pathologic fracture of lower leg
12030,V5427,AFTRCARE PATH FX VERTEBR,Aftercare for healing pathologic fracture of vertebrae
12031,V5429,AFTRCRE PATH FX BONE NEC,Aftercare for healing pathologic fracture of other bone
12032,V5481,AFTERCARE JOINT REPLACE,Aftercare following joint replacement
12033,V5482,AFTCR EXPLANTATN JT PROS,Aftercare following explantation of joint prosthesis
12034,V5489,ORTHOPEDIC AFTERCARE NEC,Other orthopedic aftercare
12035,V549,ORTHOPEDIC AFTERCARE NOS,Unspecified orthopedic aftercare
12036,V550,ATTEN TO TRACHEOSTOMY,Attention to tracheostomy
12037,V551,ATTEN TO GASTROSTOMY,Attention to gastrostomy
12038,V552,ATTEN TO ILEOSTOMY,Attention to ileostomy
12039,V553,ATTEN TO COLOSTOMY,Attention to colostomy
12040,V554,ATTEN TO ENTEROSTOMY NEC,Attention to other artificial opening of digestive tract
12041,V555,ATTEN TO CYSTOSTOMY,Attention to cystostomy
12042,V556,ATTEN TO URINOSTOMY NEC,Attention to other artificial opening of urinary tract
12043,V557,ATTEN ARTIFICIAL VAGINA,Attention to artificial vagina
12044,V558,ATTN TO ARTIF OPEN NEC,Attention to other specified artificial opening
12045,V559,ATTN TO ARTIF OPEN NOS,Attention to unspecified artificial opening
12046,V560,RENAL DIALYSIS ENCOUNTER,Encounter for extracorporeal dialysis
12047,71987,JOINT DIS NEC-ANKLE,"Other specified disorders of joint, ankle and foot"
12048,71988,JOINT DIS NEC-OTH JT,"Other specified disorders of joint, other specified sites"
12049,71989,JOINT DIS NEC-MULT JTS,"Other specified disorders of joint, multiple sites"
12050,71990,JOINT DIS NOS-UNSPEC JT,"Unspecified disorder of joint, site unspecified"
12051,71991,JOINT DIS NOS-SHLDER,"Unspecified disorder of joint, shoulder region"
12052,71992,JOINT DIS NOS-UP/ARM,"Unspecified disorder of joint, upper arm"
12053,71993,JOINT DIS NOS-FOREARM,"Unspecified disorder of joint, forearm"
12054,71994,JOINT DIS NOS-HAND,"Unspecified disorder of joint, hand"
12055,71995,JOINT DIS NOS-PELVIS,"Unspecified disorder of joint, pelvic region and thigh"
12056,71996,JOINT DIS NOS-L/LEG,"Unspecified disorder of joint, lower leg"
12057,71997,JOINT DIS NOS-ANKLE,"Unspecified disorder of joint, ankle and foot"
12058,71998,JOINT DIS NOS-OTH JT,"Unspecified disorder of joint, other specified sites"
13098,9105,INSECT BITE HEAD-INFECT,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected"
14437,V744,SCREEN-BACT CONJUNCTIVIT,Screening examination for bacterial conjunctivitis
14438,V745,SCREEN FOR VENERAL DIS,Screening examination for venereal disease
14439,V746,SCREENING FOR YAWS,Screening examination for yaws
14440,V748,SCREEN-BACTERIAL DIS NEC,Screening examination for other specified bacterial and spirochetal diseases
14441,V749,SCREEN-BACTERIAL DIS NOS,Screening examination for unspecified bacterial and spirochetal diseases
14442,V750,SCREEN-RICKETTSIAL DIS,Screening examination for rickettsial diseases
14443,V751,SCREENING FOR MALARIA,Screening examination for malaria
14444,V752,SCREEN FOR LEISHMANIASIS,Screening examination for leishmaniasis
14445,V753,SCREEN-TRYPANOSOMIASIS,Screening examination for trypanosomiasis
14446,V754,SCREEN-MYCOTIC INFECT,Screening examination for mycotic infections
14447,V755,SCREEN-SCHISTOSOMIASIS,Screening examination for schistosomiasis
14448,V756,SCREEN FOR FILARIASIS,Screening examination for filariasis
14449,V757,SCREEN FOR HELMINTHIASIS,Screening examination for intestinal helminthiasis
14450,V758,SCREEN-PARASITIC DIS NEC,Screening examination for other specified parasitic infections
14451,V759,SCREEN FOR INFEC DIS NOS,Screening examination for unspecified infectious disease
14452,V760,SCREEN MAL NEOP-RESP ORG,Special screening for malignant neoplasms of respiratory organs
14453,V7610,SCRN MAL NEO BREAST NOS,"Breast screening, unspecified"
14454,V7611,SCREEN MAMMOGRAM HI RISK,Screening mammogram for high-risk patient
14455,V7612,SCREEN MAMMOGRAM NEC,Other screening mammogram
14456,V7619,SCRN MAL NEO BREAST NEC,Other screening breast examination
14457,V762,SCREEN MAL NEOP-CERVIX,Screening for malignant neoplasms of cervix
14458,V763,SCREEN MAL NEOP-BLADDER,Screening for malignant neoplasms of bladder
14459,V7641,SCREEN MAL NEOP-RECTUM,Screening for malignant neoplasms of rectum
14460,V7642,SCREEN MAL NEOP-ORAL CAV,Screening for malignant neoplasms of oral cavity
14461,V7643,SCREEN MAL NEOP-SKIN,Screening for malignant neoplasms of skin
14462,V7644,SCRN MALIG NEOP-PROSTATE,Screening for malignant neoplasms of prostate
14463,V7645,SCREEN MALIG NEOP-TESTIS,Screening for malignant neoplasms of testis
14464,V7646,SCREEN MALIG NEOP-OVARY,Special screening for malignant neoplasms of ovary
14465,V7647,SCREEN MALIG NEOP-VAGINA,Special screening for malignant neoplasms of vagina
14466,V7649,SCREEN MAL NEOP OTH SITE,Special screening for malignant neoplasms of other sites
14467,V7650,SCRN MALIG NEO-INTES NOS,"Special screening for malignant neoplasms for intestine, unspecified"
14468,V7651,SCREEN MALIG NEOP-COLON,Special screening for malignant neoplasms of colon
14469,V7652,SCRN MAL NEO-SMALL INTES,Special screening for malignant neoplasms of small intestine
14470,V7681,SCREEN NEOP-NERVOUS SYST,Special screening for malignant neoplasms of nervous system
14471,V7689,SCREEN NEOPLASM NEC,Special screening for other malignant neoplasms
14472,V769,SCREEN-NEOPLASM NOS,Special screening for unspecified malignant neoplasms
14473,V770,SCREEN-THYROID DISORDER,Screening for thyroid disorders
14474,V771,SCREEN-DIABETES MELLITUS,Screening for diabetes mellitus
14475,V772,SCREEN FOR MALNUTRITION,Screening for malnutrition
14476,V773,SCREEN-PHENYLKETONURIA,Screening for phenylketonuria (PKU)
14477,V774,SCREEN FOR GALACTOSEMIA,Screening for galactosemia
14478,V775,SCREENING FOR GOUT,Screening for gout
14479,V776,SCREEN-CYSTIC FIBROSIS,Screening for cystic fibrosis
14480,V777,SCREEN-INBORN ERR METAB,Screening for other inborn errors of metabolism
14481,V778,SCREENING FOR OBESITY,Screening for obesity
14482,V7791,SCREEN LIPOID DISORDERS,Screening for lipoid disorders
14483,V7799,SCREEN-ENDOC/NUT/MET NEC,"Screening for other and unspecified endocrine, nutritional, metabolic, and immunity disorders"
14484,V780,SCREEN-IRON DEFIC ANEMIA,Screening for iron deficiency anemia
14485,V781,SCREEN-DEFIC ANEMIA NEC,Screening for other and unspecified deficiency anemia
14486,V782,SCREEN-SICKLE CELL DIS,Screening for sickle-cell disease or trait
14487,V783,SCRN-HEMOGLOBINOPATH NEC,Screening for other hemoglobinopathies
14488,V788,SCREEN-BLOOD DIS NEC,Screening for other disorders of blood and blood-forming organs
14489,V789,SCREEN-BLOOD DIS NOS,Screening for unspecified disorder of blood and blood-forming organs
14490,V790,SCREENING FOR DEPRESSION,Screening for depression
14491,V791,SCREENING FOR ALCOHOLISM,Screening for alcoholism
14492,V792,SCRN INTELLECT DISABILTY,Special screening for intellectual disabilities
14493,V793,SCREEN-DEVELOPMENT PROB,Screening for developmental handicaps in early childhood
14494,V798,SCREEN-MENTAL DIS NEC,Screening for other specified mental disorders and developmental handicaps
14495,V799,SCREEN-MENTAL DIS NOS,Screening for unspecified mental disorder and developmental handicap
14496,V8001,SCREEN-TRAUMTC BRAIN INJ,Special screening for traumatic brain injury
14497,V8009,SCREEN-NEURO CONDITION,Special screening for other neurological conditions
14498,V801,SCREENING FOR GLAUCOMA,Screening for glaucoma
14499,V802,SCREENING-EYE COND NEC,Screening for other eye conditions
14500,V803,SCREENING FOR EAR DIS,Screening for ear diseases
14501,V810,SCRN-ISCHEMIC HEART DIS,Screening for ischemic heart disease
14502,V811,SCREEN FOR HYPERTENSION,Screening for hypertension
14503,V812,SCREEN-CARDIOVASC NEC,Screening for other and unspecified cardiovascular conditions
14504,V813,SCREEN-BRONCH/EMPHYSEMA,Screening for chronic bronchitis and emphysema
14505,V814,SCREEN-RESPIR COND NEC,Screening for other and unspecified respiratory conditions
14506,V815,SCREEN FOR NEPHROPATHY,Screening for nephropathy
14507,V816,SCREEN FOR GU COND NEC,Screening for other and unspecified genitourinary conditions
14508,V820,SCREEN FOR SKIN COND,Screening for skin conditions
14509,V821,SCREEN-RHEUMATOID ARTHR,Screening for rheumatoid arthritis
14510,V822,SCREEN-RHEUMAT DIS NEC,Screening for other rheumatic disorders
14511,V823,SCREEN-CONG HIP DISLOCAT,Screening for congenital dislocation of hip
14512,V824,MAT PSTNTL SCR-CHRM ANOM,Maternal postnatal screening for chromosomal anomalies
14513,V825,SCREEN-CONTAMINATION NEC,Screening for chemical poisoning and other contamination
14514,V826,MULTIPHASIC SCREENING,Multiphasic screening
14515,V8271,SCREEN-GENTC DIS CARRIER,Screening for genetic disease carrier status
14516,V8279,GENETIC SCREENING NEC,Other genetic screening
14517,V8281,SCREEN - OSTEOPOROSIS,Special screening for osteoporosis
14518,V8289,SCREEN FOR CONDITION NEC,Special screening for other specified conditions
14519,V829,SCREEN FOR CONDITION NOS,Screening for unspecified condition
14520,V8301,ASYMPT HEMOPH A CARRIER,Asymptomatic hemophilia A carrier
14521,V8302,SYMPT HEMOPHIL A CARRIER,Symptomatic hemophilia A carrier
14522,V8381,CYSTIC FIBROSIS GENE CAR,Cystic fibrosis gene carrier
14523,V8389,GENETIC CARRIER STAT NEC,Other genetic carrier status
13667,V269,PROCREATIVE MANGMT NOS,Unspecified procreative management
13668,V270,DELIVER-SINGLE LIVEBORN,"Outcome of delivery, single liveborn"
13669,V271,DELIVER-SINGLE STILLBORN,"Outcome of delivery, single stillborn"
13670,V272,"DELIVER-TWINS, BOTH LIVE","Outcome of delivery, twins, both liveborn"
13671,V273,"DEL-TWINS, 1 NB, 1 SB","Outcome of delivery, twins, one liveborn and one stillborn"
13672,V274,"DELIVER-TWINS, BOTH SB","Outcome of delivery, twins, both stillborn"
13673,V275,"DEL-MULT BIRTH, ALL LIVE","Outcome of delivery, other multiple birth, all liveborn"
13674,V276,"DEL-MULT BRTH, SOME LIVE","Outcome of delivery, other multiple birth, some liveborn"
13675,V277,"DEL-MULT BIRTH, ALL SB","Outcome of delivery, other multiple birth, all stillborn"
13676,V279,OUTCOME OF DELIVERY NOS,"Outcome of delivery, unspecified outcome of delivery"
13677,V280,SCREENING-CHROMOSOM ANOM,Antenatal screening for chromosomal anomalies by amniocentesis
13678,V281,SCREEN-ALPHAFETOPROTEIN,Antenatal screening for raised alpha-fetoprotein levels in amniotic fluid
13679,V282,SCREEN BY AMNIOCENT NEC,Other antenatal screening based on amniocentesis
13680,V283,SCR FETL MALFRM-ULTRASND,Encounter for routine screening for malformation using ultrasonics
13681,V284,SCREEN-FETAL RETARDATION,Antenatal screening for fetal growth retardation using ultrasonics
13682,V285,SCREEN-ISOIMMUNIZATION,Antenatal screening for isoimmunization
13683,V286,ANTENATAL SCREEN STREP B,Antenatal screening for Streptococcus B
13684,V2881,SCRN FETAL ANATMC SURVEY,Encounter for fetal anatomic survey
13685,V2882,SCRN RISK PRETERM LABOR,Encounter for screening for risk of pre-term labor
13686,V2889,ANTENATAL SCREENING NEC,Other specified antenatal screening
13687,V289,ANTENATAL SCREENING NOS,Unspecified antenatal screening
13688,V290,NB OBSRV SUSPCT INFECT,Observation for suspected infectious condition
13689,V291,NB OBSRV SUSPCT NEURLGCL,Observation for suspected neurological conditions
13690,V292,OBSRV NB SUSPC RESP COND,Observation and evaluation of newborn for suspected respiratory condition
13691,V293,NB OBS GENETC/METABL CND,Observation for suspected genetic or metabolic condition
13692,V298,NB OBSRV OTH SUSPCT COND,Observation for other specified suspected conditions
13693,V299,NB OBSRV UNSP SUSPCT CND,Observation for unspecified suspected conditions
13694,V3000,SINGLE LB IN-HOSP W/O CS,"Single liveborn, born in hospital, delivered without mention of cesarean section"
13695,V3001,SINGLE LB IN-HOSP W CS,"Single liveborn, born in hospital, delivered by cesarean section"
13696,V301,SINGL LIVEBRN-BEFORE ADM,"Single liveborn, born before admission to hospital"
13697,V302,SINGLE LIVEBORN-NONHOSP,"Single liveborn, born outside hospital and not hospitalized"
13698,V3100,TWIN-MATE LB-HOSP W/O CS,"Twin birth, mate liveborn, born in hospital, delivered without mention of cesarean section"
13699,V3101,TWIN-MATE LB-IN HOS W CS,"Twin birth, mate liveborn, born in hospital, delivered by cesarean section"
13700,V311,"TWIN, MATE LB-BEFORE ADM","Twin birth, mate liveborn, born before admission to hospital"
13701,V312,"TWIN, MATE LB-NONHOSP","Twin birth, mate liveborn, born outside hospital and not hospitalized"
13702,V3200,TWIN-MATE SB-HOSP W/O CS,"Twin birth, mate stillborn, born in hospital, delivered without mention of cesarean section"
13703,V3201,TWIN-MATE SB-HOSP W CS,"Twin birth, mate stillborn, born in hospital, delivered by cesarean section"
13704,V321,"TWIN, MATE SB-BEFORE ADM","Twin birth, mate stillborn, born before admission to hospital"
13705,V322,"TWIN, MATE SB-NONHOSP","Twin birth, mate stillborn, born outside hospital and not hospitalized"
13706,V3300,TWIN-NOS-IN HOSP W/O CS,"Twin birth, unspecified whether mate liveborn or stillborn, born in hospital, delivered without mention of cesarean section"
13707,V3301,TWIN-NOS-IN HOSP W CS,"Twin birth, unspecified whether mate liveborn or stillborn, born in hospital, delivered by cesarean section"
13708,V331,TWIN NOS-BEFORE ADMISSN,"Twin birth, unspecified whether mate liveborn or stillborn, born before admission to hospital"
13709,V332,TWIN NOS-NONHOSP,"Twin birth, unspecified whether mate liveborn or stillborn, born outside hospital and not hospitalized"
13710,V3400,OTH MULT LB-HOSP W/O CS,"Other multiple birth (three or more), mates all liveborn, born in hospital, delivered without mention of cesarean section"
13711,V3401,OTH MULT LB-IN HOSP W CS,"Other multiple birth (three or more), mates all liveborn, born in hospital, delivered by cesarean section"
13712,V341,OTH MULT NB-BEFORE ADM,"Other multiple birth (three or more), mates all liveborn, born before admission to hospital"
13713,V342,OTH MULTIPLE NB-NONHOSP,"Other multiple birth (three or more), mates all liveborn, born outside hospital and not hospitalized"
13714,V3500,OTH MULT SB-HOSP W/O CS,"Other multiple birth (three or more), mates all still born, born in hospital, delivered without mention of cesarean section"
13715,9127,FB SHOULDER/ARM-INFECT,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound, infected"
13716,9128,SUPERF INJ SHLDR/ARM NEC,"Other and unspecified superficial injury of shoulder and upper arm, without mention of infection"
13717,9129,SUPERF INJ SHLDR NEC-INF,"Other and unspecified superficial injury of shoulder and upper arm, infected"
13718,9130,ABRASION FOREARM,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection"
13719,9131,ABRASION FOREARM-INFECT,"Abrasion or friction burn of elbow, forearm, and wrist, infected"
13720,9132,BLISTER FOREARM,"Blister of elbow, forearm, and wrist, without mention of infection"
13721,9133,BLISTER FOREARM-INFECTED,"Blister of elbow, forearm, and wrist, infected"
13722,9134,INSECT BITE FOREARM,"Insect bite, nonvenomous of elbow, forearm, and wrist, without mention of infection"
13723,9135,INSECT BITE FOREARM-INF,"Insect bite, nonvenomous, of elbow, forearm, and wrist, infected"
13724,9136,FOREIGN BODY FOREARM,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound and without mention of infection"
13725,9137,FOREIGN BODY FOREARM-INF,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound, infected"
13726,E9410,ADV EFF CHOLINERGICS,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use
13727,E9411,ADV EFF PARASYMPATHOLYTC,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use
13728,E9412,ADV EFF SYMPATHOMIMETICS,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use
13729,E9413,ADV EFF SYMPATHOLYTICS,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use
13730,E9419,ADV EFF AUTONOM AGNT NOS,Unspecified drug primarily affecting the autonomic nervous system causing adverse effects in therapeutic use
10226,86415,LIVER LACERAT UNSPCF OPN,"Injury to liver with open wound into cavity, laceration, unspecified"
10227,86419,LIVER INJURY NEC-OPEN,Other injury to liver with open wound into cavity
13802,72883,NONTRAUM MUSCLE RUPTURE,"Rupture of muscle, nontraumatic"
13803,72884,DIASTASIS OF MUSCLE,Diastasis of muscle
13804,72885,SPASM OF MUSCLE,Spasm of muscle
13805,72886,NECROTIZING FASCIITIS,Necrotizing fasciitis
13806,72887,MUSCLE WEAKNESS-GENERAL,Muscle weakness (generalized)
13807,72888,RHABDOMYOLYSIS,Rhabdomyolysis
13808,72889,MUSCLE/LIGAMENT DIS NEC,"Other disorders of muscle, ligament, and fascia"
13809,7289,MUSCLE/LIGAMENT DIS NOS,"Unspecified disorder of muscle, ligament, and fascia"
13810,7290,RHEUMATISM NOS,"Rheumatism, unspecified and fibrositis"
13811,7291,MYALGIA AND MYOSITIS NOS,"Myalgia and myositis, unspecified"
13812,7292,NEURALGIA/NEURITIS NOS,"Neuralgia, neuritis, and radiculitis, unspecified"
13813,72930,"PANNICULITIS, UNSP SITE","Panniculitis, unspecified site"
13814,72931,HYPERTROPHY OF FAT PAD,"Hypertrophy of fat pad, knee"
13815,72939,"PANNICULITIS, SITE NEC","Panniculitis, other site"
13816,7294,FASCIITIS NOS,"Fasciitis, unspecified"
13817,7295,PAIN IN LIMB,Pain in limb
13818,7296,OLD FB IN SOFT TISSUE,Residual foreign body in soft tissue
13819,72971,NONTRAUM COMP SYN-UP EXT,Nontraumatic compartment syndrome of upper extremity
13820,72972,NONTRAUM COMP SYN-LOW EX,Nontraumatic compartment syndrome of lower extremity
13821,72973,NONTRAUMA COMP SYN-ABD,Nontraumatic compartment syndrome of abdomen
13822,72979,NONTRAUMA COMP SYN NEC,Nontraumatic compartment syndrome of other sites
13823,72981,SWELLING OF LIMB,Swelling of limb
13824,72982,CRAMP IN LIMB,Cramp of limb
13825,72989,MUSCSKEL SYMPT LIMB NEC,Other musculoskeletal symptoms referable to limbs
13826,72990,SOFT TISSUE DISORD NOS,"Disorders of soft tissue, unspecified"
13827,72991,POST-TRAUMATIC SEROMA,Post-traumatic seroma
13828,72992,NONTRAUMA HEMA SOFT TISS,Nontraumatic hematoma of soft tissue
13829,72999,SOFT TISSUE DISORDER NEC,Other disorders of soft tissue
13830,73000,AC OSTEOMYELITIS-UNSPEC,"Acute osteomyelitis, site unspecified"
13831,73001,AC OSTEOMYELITIS-SHLDER,"Acute osteomyelitis, shoulder region"
13832,73002,AC OSTEOMYELITIS-UP/ARM,"Acute osteomyelitis, upper arm"
13833,73003,AC OSTEOMYELITIS-FOREARM,"Acute osteomyelitis, forearm"
13834,73004,AC OSTEOMYELITIS-HAND,"Acute osteomyelitis, hand"
13835,73005,AC OSTEOMYELITIS-PELVIS,"Acute osteomyelitis, pelvic region and thigh"
13836,73006,AC OSTEOMYELITIS-L/LEG,"Acute osteomyelitis, lower leg"
13837,73007,AC OSTEOMYELITIS-ANKLE,"Acute osteomyelitis, ankle and foot"
13838,73008,AC OSTEOMYELITIS NEC,"Acute osteomyelitis, other specified sites"
13839,73009,AC OSTEOMYELITIS-MULT,"Acute osteomyelitis, multiple sites"
13840,73010,CHR OSTEOMYELITIS-UNSP,"Chronic osteomyelitis, site unspecified"
13841,73011,CHR OSTEOMYELIT-SHLDER,"Chronic osteomyelitis, shoulder region"
13842,73012,CHR OSTEOMYELIT-UP/ARM,"Chronic osteomyelitis, upper arm"
13843,73013,CHR OSTEOMYELIT-FOREARM,"Chronic osteomyelitis, forearm"
13844,73014,CHR OSTEOMYELIT-HAND,"Chronic osteomyelitis, hand"
13845,73015,CHR OSTEOMYELIT-PELVIS,"Chronic osteomyelitis, pelvic region and thigh"
13846,73016,CHR OSTEOMYELIT-L/LEG,"Chronic osteomyelitis, lower leg"
13847,73017,CHR OSTEOMYELIT-ANKLE,"Chronic osteomyelitis, ankle and foot"
13848,73018,CHR OSTEOMYELIT NEC,"Chronic osteomyelitis, other specified sites"
13849,73019,CHR OSTEOMYELIT-MULT,"Chronic osteomyelitis, multiple sites"
13850,73020,OSTEOMYELITIS NOS-UNSPEC,"Unspecified osteomyelitis, site unspecified"
13851,73021,OSTEOMYELITIS NOS-SHLDER,"Unspecified osteomyelitis, shoulder region"
13852,73022,OSTEOMYELITIS NOS-UP/ARM,"Unspecified osteomyelitis, upper arm"
13853,73023,OSTEOMYELIT NOS-FOREARM,"Unspecified osteomyelitis, forearm"
13854,73024,OSTEOMYELITIS NOS-HAND,"Unspecified osteomyelitis, hand"
13855,73025,OSTEOMYELITIS NOS-PELVIS,"Unspecified osteomyelitis, pelvic region and thigh"
13856,73026,OSTEOMYELITIS NOS-L/LEG,"Unspecified osteomyelitis, lower leg"
13857,73027,OSTEOMYELITIS NOS-ANKLE,"Unspecified osteomyelitis, ankle and foot"
13858,73028,OSTEOMYELIT NOS-OTH SITE,"Unspecified osteomyelitis, other specified sites"
13859,73029,OSTEOMYELITIS NOS-MULT,"Unspecified osteomyelitis, multiple sites"
13860,73030,PERIOSTITIS-UNSPEC,"Periostitis, without mention of osteomyelitis, site unspecified"
13861,73031,PERIOSTITIS-SHLDER,"Periostitis, without mention of osteomyelitis, shoulder region"
13862,73032,PERIOSTITIS-UP/ARM,"Periostitis, without mention of osteomyelitis, upper arm"
13863,73033,PERIOSTITIS-FOREARM,"Periostitis, without mention of osteomyelitis, forearm"
13864,73034,PERIOSTITIS-HAND,"Periostitis, without mention of osteomyelitis, hand"
13865,73035,PERIOSTITIS-PELVIS,"Periostitis, without mention of osteomyelitis, pelvic region and thigh"
13866,73036,PERIOSTITIS-L/LEG,"Periostitis, without mention of osteomyelitis, lower leg"
13867,73037,PERIOSTITIS-ANKLE,"Periostitis, without mention of osteomyelitis, ankle and foot"
13868,73038,PERIOSTITIS NEC,"Periostitis, without mention of osteomyelitis, other specified sites"
13869,73039,PERIOSTITIS-MULT,"Periostitis, without mention of osteomyelitis, multiple sites"
13870,78837,CONTINUOUS LEAKAGE,Continuous leakage
13871,78838,OVERFLOW INCONTINENCE,Overflow incontinence
13872,78839,OTH URINRY INCONTINENCE,Other urinary incontinence
13873,78841,URINARY FREQUENCY,Urinary frequency
13874,78842,POLYURIA,Polyuria
13875,78843,NOCTURIA,Nocturia
13876,7885,OLIGURIA & ANURIA,Oliguria and anuria
13877,78861,SPLITTING URINARY STREAM,Splitting of urinary stream
13878,78862,SLOWING URINARY STREAM,Slowing of urinary stream
13879,78863,URGENCY OF URINATION,Urgency of urination
13880,78864,URINARY HESITANCY,Urinary hesitancy
13881,78865,STRAINING ON URINATION,Straining on urination
13882,78869,OTH ABNORMALT URINATION,Other abnormality of urination
13883,7887,URETHRAL DISCHARGE,Urethral discharge
13884,7888,EXTRAVASATION OF URINE,Extravasation of urine
13885,78891,FNCTNL URINARY INCONTNCE,Functional urinary incontinence
13886,78899,OTH SYMPTM URINARY SYSTM,Other symptoms involving urinary system
13887,78900,ABDMNAL PAIN UNSPCF SITE,"Abdominal pain, unspecified site"
13888,78901,ABDMNAL PAIN RT UPR QUAD,"Abdominal pain, right upper quadrant"
13889,78902,ABDMNAL PAIN LFT UP QUAD,"Abdominal pain, left upper quadrant"
13890,78903,ABDMNAL PAIN RT LWR QUAD,"Abdominal pain, right lower quadrant"
13891,E8323,SUBMERS NEC-PASSENGER,Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- other than crew
13892,E8324,SUBMERS NEC-WATER SKIER,Other accidental submersion or drowning in water transport accident injuring water skier
13893,E8325,SUBMERS NEC-SWIMMER,Other accidental submersion or drowning in water transport accident injuring swimmer
13894,E8326,SUBMERS NEC-DOCKER,"Other accidental submersion or drowning in water transport accident injuring dockers, stevedores"
10534,94310,1ST DEG BURN ARM NOS,"Erythema [first degree] of upper limb, unspecified site"
10535,94311,1ST DEG BURN FOREARM,Erythema [first degree] of forearm
13099,9106,FOREIGN BODY HEAD,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection"
13100,9107,FOREIGN BODY HEAD-INFECT,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound, infected"
